Row.names	DMSO_rep1	DMSO_rep2	DMSO_rep3	DMSO_rep4	THAP_rep1	THAP_rep2	THAP_rep3	THAP_rep4	V2	V3
ENSG00000146039.10	0	0	0	0	0	0	0	0	SLC17A4	protein_coding
ENSG00000146054.18	1	0	1	0	0	0	1	0	TRIM7	protein_coding
ENSG00000146063.20	0	1	1	0	0	0	0	0	TRIM41	protein_coding
ENSG00000146067.16	260	451	275	164	271	301	221	252	FAM193B	protein_coding
ENSG00000146070.16	3	11	5	3	4	5	5	4	PLA2G7	protein_coding
ENSG00000146072.6	101	132	63	36	107	120	82	113	TNFRSF21	protein_coding
ENSG00000146083.12	71	68	60	27	65	60	32	45	RNF44	protein_coding
ENSG00000146085.8	21	58	44	29	26	43	33	56	MMUT	protein_coding
ENSG00000146090.16	27	37	22	42	38	28	17	17	RASGEF1C	protein_coding
ENSG00000146094.14	48	48	53	32	57	40	37	31	DOK3	protein_coding
ENSG00000146109.5	26	39	29	22	23	26	22	25	ABT1	protein_coding
ENSG00000146112.12	0	1	0	0	0	1	0	0	PPP1R18	protein_coding
ENSG00000146151.13	10	7	23	20	20	13	23	26	HMGCLL1	protein_coding
ENSG00000146166.16	0	0	0	0	0	0	1	0	LGSN	protein_coding
ENSG00000146192.15	1	1	2	1	0	2	0	0	FGD2	protein_coding
ENSG00000146197.9	24	38	9	20	34	14	10	22	SCUBE3	protein_coding
ENSG00000146205.13	10	22	19	6	13	13	11	10	ANO7	protein_coding
ENSG00000146216.13	6	5	4	11	10	6	10	2	TTBK1	protein_coding
ENSG00000146221.10	51	75	52	37	61	34	42	38	TCTE1	protein_coding
ENSG00000146223.14	80	147	60	51	103	95	67	68	RPL7L1	protein_coding
ENSG00000146232.16	35	49	22	19	29	26	12	21	NFKBIE	protein_coding
ENSG00000146233.8	21	31	45	36	17	37	20	29	CYP39A1	protein_coding
ENSG00000146242.8	16	20	11	5	20	7	13	11	TPBG	protein_coding
ENSG00000146243.14	85	132	171	128	68	120	151	146	IRAK1BP1	protein_coding
ENSG00000146247.14	122	239	264	217	158	203	202	257	PHIP	protein_coding
ENSG00000146250.7	2	2	1	2	1	0	2	0	PRSS35	protein_coding
ENSG00000146263.11	134	297	291	176	193	315	305	390	MMS22L	protein_coding
ENSG00000146267.12	146	205	88	55	141	151	84	87	FAXC	protein_coding
ENSG00000146276.11	0	1	1	0	2	1	2	0	GABRR1	protein_coding
ENSG00000146278.10	50	74	32	28	88	54	53	50	PNRC1	protein_coding
ENSG00000146281.6	119	148	109	55	90	140	80	83	PM20D2	protein_coding
ENSG00000146282.18	223	311	196	157	189	181	161	170	RARS2	protein_coding
ENSG00000146285.14	1	1	1	0	0	2	5	1	SCML4	protein_coding
ENSG00000146350.14	18	48	49	33	13	63	30	47	TBC1D32	protein_coding
ENSG00000146352.13	0	0	1	2	1	0	0	1	CLVS2	protein_coding
ENSG00000146360.8	0	0	0	0	0	0	0	0	GPR6	protein_coding
ENSG00000146373.16	121	198	256	117	153	246	213	218	RNF217	protein_coding
ENSG00000146374.14	1	4	1	1	6	2	2	1	RSPO3	protein_coding
ENSG00000146376.11	11	61	23	15	9	52	12	23	ARHGAP18	protein_coding
ENSG00000146378.6	0	0	0	0	0	0	0	0	TAAR2	protein_coding
ENSG00000146386.8	74	92	53	53	76	87	85	75	ABRACL	protein_coding
ENSG00000146409.12	33	69	44	31	42	55	39	48	SLC18B1	protein_coding
ENSG00000146410.12	17	36	32	24	23	19	16	33	MTFR2	protein_coding
ENSG00000146411.5	68	132	77	50	70	92	54	90	SLC2A12	protein_coding
ENSG00000146414.16	46	145	153	56	76	155	140	185	SHPRH	protein_coding
ENSG00000146416.18	90	141	129	96	92	104	108	112	AIG1	protein_coding
ENSG00000146425.11	116	134	99	59	127	108	85	100	DYNLT1	protein_coding
ENSG00000146433.8	704	770	473	210	475	564	451	402	TMEM181	protein_coding
ENSG00000146453.13	7	14	5	4	5	4	12	8	PNLDC1	protein_coding
ENSG00000146457.16	202	281	198	139	120	202	152	204	WTAP	protein_coding
ENSG00000146469.13	0	0	0	0	0	0	0	0	VIP	protein_coding
ENSG00000146476.11	46	55	36	24	41	42	25	29	ARMT1	protein_coding
ENSG00000146477.6	8	14	17	10	12	10	14	14	SLC22A3	protein_coding
ENSG00000146521.10	0	0	0	0	0	0	0	0	LINC01558	lncRNA
ENSG00000146530.14	15	36	56	33	23	37	29	53	VWDE	protein_coding
ENSG00000146535.14	24	51	29	20	30	23	29	26	GNA12	protein_coding
ENSG00000146555.19	167	253	172	135	177	160	138	173	SDK1	protein_coding
ENSG00000146556.14	46	46	26	20	62	33	21	26	WASH2P	transcribed_unprocessed_pseudogene
ENSG00000146574.15	18	30	20	17	23	32	20	18	CCZ1B	protein_coding
ENSG00000146576.13	542	544	367	320	562	371	264	267	C7orf26	protein_coding
ENSG00000146592.17	118	235	161	97	276	440	326	382	CREB5	protein_coding
ENSG00000146648.18	44	62	69	43	75	47	48	72	EGFR	protein_coding
ENSG00000146666.5	0	0	0	0	0	0	0	0	LINC00525	lncRNA
ENSG00000146670.10	125	198	131	113	185	127	104	92	CDCA5	protein_coding
ENSG00000146674.15	1	2	0	0	1	3	4	0	IGFBP3	protein_coding
ENSG00000146678.10	0	0	0	0	0	0	0	0	IGFBP1	protein_coding
ENSG00000146700.9	5	7	4	14	5	4	4	2	SSC4D	protein_coding
ENSG00000146701.12	184	231	188	111	269	161	153	127	MDH2	protein_coding
ENSG00000146707.14	0	0	0	0	0	0	0	0	POMZP3	protein_coding
ENSG00000146722.11	0	0	0	0	0	0	0	0	AC211486.1	transcribed_unprocessed_pseudogene
ENSG00000146731.11	146	140	85	58	77	74	61	76	CCT6A	protein_coding
ENSG00000146733.14	158	280	217	226	180	186	165	147	PSPH	protein_coding
ENSG00000146755.10	0	1	0	0	0	0	1	1	TRIM50	protein_coding
ENSG00000146757.13	28	41	28	12	27	24	29	14	ZNF92	protein_coding
ENSG00000146776.14	104	190	133	100	120	144	126	130	ATXN7L1	protein_coding
ENSG00000146802.12	42	83	99	48	27	74	83	75	TMEM168	protein_coding
ENSG00000146809.13	0	0	0	2	0	0	2	0	ASB15	protein_coding
ENSG00000146826.17	22	22	16	24	45	25	17	18	MAP11	protein_coding
ENSG00000146828.18	58	110	64	58	84	82	25	30	SLC12A9	protein_coding
ENSG00000146830.10	78	78	87	72	64	48	35	58	GIGYF1	protein_coding
ENSG00000146834.14	203	234	211	253	511	356	210	217	MEPCE	protein_coding
ENSG00000146839.18	1	3	6	3	1	2	1	2	ZAN	protein_coding
ENSG00000146842.17	74	104	110	89	60	78	89	135	TMEM209	protein_coding
ENSG00000146856.14	100	117	102	73	77	87	76	88	AGBL3	protein_coding
ENSG00000146857.4	0	0	0	0	0	0	0	0	STRA8	protein_coding
ENSG00000146858.8	0	0	1	0	0	0	0	1	ZC3HAV1L	protein_coding
ENSG00000146859.6	0	1	0	0	0	1	1	2	TMEM140	protein_coding
ENSG00000146904.9	0	2	2	2	0	2	4	0	EPHA1	protein_coding
ENSG00000146909.8	100	138	69	29	120	104	76	63	NOM1	protein_coding
ENSG00000146918.19	80	112	84	61	62	74	66	78	NCAPG2	protein_coding
ENSG00000146926.11	0	1	0	3	0	1	0	0	ASB10	protein_coding
ENSG00000146938.16	0	4	3	2	3	0	1	2	NLGN4X	protein_coding
ENSG00000146950.13	24	64	36	27	28	31	27	26	SHROOM2	protein_coding
ENSG00000146955.10	2	3	2	4	3	5	0	0	RAB19	protein_coding
ENSG00000146966.13	111	285	172	152	167	240	122	122	DENND2A	protein_coding
ENSG00000147010.18	35	67	50	33	24	25	45	50	SH3KBP1	protein_coding
ENSG00000147027.4	26	43	40	11	23	56	19	27	TMEM47	protein_coding
ENSG00000147050.14	169	393	187	125	107	287	171	271	KDM6A	protein_coding
ENSG00000147059.8	0	0	0	0	0	0	0	0	SPIN2A	protein_coding
ENSG00000147065.17	58	75	48	38	45	51	39	47	MSN	protein_coding
ENSG00000147081.15	1	0	0	0	0	0	0	0	AKAP4	protein_coding
ENSG00000147082.17	4	4	4	5	1	9	4	2	CCNB3	protein_coding
ENSG00000147100.11	41	61	21	17	58	34	24	21	SLC16A2	protein_coding
ENSG00000147113.17	0	0	2	0	1	0	0	2	DIPK2B	protein_coding
ENSG00000147117.7	1	10	4	6	8	4	6	1	ZNF157	protein_coding
ENSG00000147119.3	26	39	24	19	36	23	20	20	CHST7	protein_coding
ENSG00000147121.16	197	290	194	110	181	267	208	252	KRBOX4	protein_coding
ENSG00000147123.10	33	24	23	25	36	19	25	24	NDUFB11	protein_coding
ENSG00000147127.8	0	0	0	0	0	0	0	0	RAB41	protein_coding
ENSG00000147130.14	36	56	33	21	34	39	15	22	ZMYM3	protein_coding
ENSG00000147138.2	0	0	0	0	0	0	0	0	GPR174	protein_coding
ENSG00000147140.16	166	237	175	134	149	150	143	154	NONO	protein_coding
ENSG00000147144.13	42	87	48	54	67	43	29	29	CCDC120	protein_coding
ENSG00000147145.12	0	0	0	0	0	0	0	0	LPAR4	protein_coding
ENSG00000147160.9	0	0	0	0	0	0	0	0	AWAT2	protein_coding
ENSG00000147162.14	104	167	172	116	147	204	206	238	OGT	protein_coding
ENSG00000147164.12	215	253	212	157	175	171	173	180	SNX12	protein_coding
ENSG00000147166.11	2	2	0	3	3	2	1	0	ITGB1BP2	protein_coding
ENSG00000147174.11	17	10	13	19	8	12	18	17	GCNA	protein_coding
ENSG00000147180.16	518	676	831	454	379	551	714	764	ZNF711	protein_coding
ENSG00000147183.9	0	0	0	0	0	0	0	0	CPXCR1	protein_coding
ENSG00000147206.17	0	1	0	0	0	0	0	0	NXF3	protein_coding
ENSG00000147224.11	37	33	22	20	43	36	25	31	PRPS1	protein_coding
ENSG00000147231.14	232	264	337	164	196	197	306	297	RADX	protein_coding
ENSG00000147234.10	13	13	11	8	14	14	6	11	FRMPD3	protein_coding
ENSG00000147246.10	2	5	1	2	1	2	3	2	HTR2C	protein_coding
ENSG00000147251.15	26	55	37	27	20	27	21	23	DOCK11	protein_coding
ENSG00000147255.19	2	2	2	0	0	2	3	1	IGSF1	protein_coding
ENSG00000147256.12	0	0	1	0	1	1	0	2	ARHGAP36	protein_coding
ENSG00000147257.14	17	37	21	16	11	13	16	18	GPC3	protein_coding
ENSG00000147274.14	94	157	78	81	52	67	46	52	RBMX	protein_coding
ENSG00000147316.13	56	95	56	60	73	84	65	119	MCPH1	protein_coding
ENSG00000147324.11	46	68	57	42	50	46	40	44	MFHAS1	protein_coding
ENSG00000147364.16	41	54	54	25	50	31	34	59	FBXO25	protein_coding
ENSG00000147378.11	0	0	0	0	0	0	0	0	FATE1	protein_coding
ENSG00000147381.11	0	0	0	0	0	0	0	0	MAGEA4	protein_coding
ENSG00000147383.11	112	103	52	28	157	57	103	65	NSDHL	protein_coding
ENSG00000147394.18	16	22	13	12	23	21	11	10	ZNF185	protein_coding
ENSG00000147400.8	9	4	2	4	7	5	1	2	CETN2	protein_coding
ENSG00000147403.16	21	30	25	32	43	29	35	27	RPL10	protein_coding
ENSG00000147408.14	5	11	7	6	7	13	7	5	CSGALNACT1	protein_coding
ENSG00000147416.11	64	62	67	36	56	34	50	45	ATP6V1B2	protein_coding
ENSG00000147419.18	37	55	37	26	43	48	36	43	CCDC25	protein_coding
ENSG00000147432.6	1	0	0	1	0	3	1	1	CHRNB3	protein_coding
ENSG00000147434.8	1	2	1	3	0	1	1	1	CHRNA6	protein_coding
ENSG00000147437.10	5	2	6	1	2	2	1	2	GNRH1	protein_coding
ENSG00000147439.12	171	214	129	131	200	152	125	106	BIN3	protein_coding
ENSG00000147443.13	0	0	0	0	0	0	0	0	DOK2	protein_coding
ENSG00000147454.14	180	168	141	68	239	140	128	129	SLC25A37	protein_coding
ENSG00000147457.14	57	93	64	30	73	38	45	61	CHMP7	protein_coding
ENSG00000147459.18	60	112	84	67	50	91	56	65	DOCK5	protein_coding
ENSG00000147465.11	0	0	1	0	0	0	0	0	STAR	protein_coding
ENSG00000147471.12	96	110	88	69	79	55	67	72	PLPBP	protein_coding
ENSG00000147475.16	45	49	42	19	53	52	31	40	ERLIN2	protein_coding
ENSG00000147485.13	6	12	7	10	9	13	8	9	PXDNL	protein_coding
ENSG00000147488.11	0	3	1	2	1	0	3	0	ST18	protein_coding
ENSG00000147509.14	72	146	65	60	96	115	63	52	RGS20	protein_coding
ENSG00000147533.16	42	48	55	30	31	30	32	39	GOLGA7	protein_coding
ENSG00000147535.17	7	7	20	3	25	10	21	21	PLPP5	protein_coding
ENSG00000147536.12	63	76	62	34	76	53	49	38	GINS4	protein_coding
ENSG00000147548.17	56	97	65	68	49	67	59	76	NSD3	protein_coding
ENSG00000147570.9	2	5	2	0	1	0	4	3	DNAJC5B	protein_coding
ENSG00000147571.5	0	0	0	0	0	0	0	0	CRH	protein_coding
ENSG00000147573.17	2	3	1	2	3	3	2	5	TRIM55	protein_coding
ENSG00000147588.7	0	0	0	0	0	0	0	0	PMP2	protein_coding
ENSG00000147596.3	0	1	0	1	1	0	0	1	PRDM14	protein_coding
ENSG00000147601.14	32	51	38	34	28	44	37	42	TERF1	protein_coding
ENSG00000147604.14	34	34	21	11	48	28	29	24	RPL7	protein_coding
ENSG00000147613.7	1	2	0	0	1	1	1	0	PSKH2	protein_coding
ENSG00000147614.4	0	0	0	0	0	0	0	0	ATP6V0D2	protein_coding
ENSG00000147642.17	15	23	23	17	22	21	16	27	SYBU	protein_coding
ENSG00000147649.10	86	182	120	88	69	115	116	137	MTDH	protein_coding
ENSG00000147650.11	12	28	17	11	5	9	12	17	LRP12	protein_coding
ENSG00000147654.15	13	29	26	17	18	28	30	26	EBAG9	protein_coding
ENSG00000147655.12	1	4	4	2	1	3	0	1	RSPO2	protein_coding
ENSG00000147669.11	6	15	6	4	8	6	6	8	POLR2K	protein_coding
ENSG00000147676.14	7	12	7	11	7	9	8	17	MAL2	protein_coding
ENSG00000147677.11	30	43	35	29	19	25	33	26	EIF3H	protein_coding
ENSG00000147679.12	25	32	35	19	24	33	42	45	UTP23	protein_coding
ENSG00000147684.9	43	54	37	23	59	44	44	41	NDUFB9	protein_coding
ENSG00000147687.19	41	91	49	37	48	69	50	57	TATDN1	protein_coding
ENSG00000147689.16	0	1	1	0	1	2	2	1	FAM83A	protein_coding
ENSG00000147697.9	0	0	0	0	0	0	0	0	GSDMC	protein_coding
ENSG00000147724.12	0	0	1	2	2	0	2	5	FAM135B	protein_coding
ENSG00000147761.8	0	0	0	0	0	0	0	0	TTTY7B	lncRNA
ENSG00000147789.15	71	53	45	28	85	48	37	37	ZNF7	protein_coding
ENSG00000147799.11	73	88	56	35	147	83	65	91	ARHGAP39	protein_coding
ENSG00000147804.9	0	0	0	1	0	1	1	3	SLC39A4	protein_coding
ENSG00000147813.16	0	0	0	0	0	0	0	0	NAPRT	protein_coding
ENSG00000147852.16	11	36	48	30	34	33	30	56	VLDLR	protein_coding
ENSG00000147853.17	582	973	761	417	409	576	663	564	AK3	protein_coding
ENSG00000147854.17	69	116	89	71	40	72	74	101	UHRF2	protein_coding
ENSG00000147862.17	73	159	109	99	78	152	95	121	NFIB	protein_coding
ENSG00000147869.4	0	0	0	0	0	0	0	0	CER1	protein_coding
ENSG00000147872.10	8	26	23	16	14	16	18	12	PLIN2	protein_coding
ENSG00000147874.11	93	196	130	91	67	139	111	100	HAUS6	protein_coding
ENSG00000147883.12	154	257	352	187	110	174	335	395	CDKN2B	protein_coding
ENSG00000147889.17	342	675	621	283	241	482	409	468	CDKN2A	protein_coding
ENSG00000147894.15	27	35	23	18	28	33	24	25	C9orf72	protein_coding
ENSG00000147896.3	0	0	0	0	0	0	0	0	IFNK	protein_coding
ENSG00000147955.17	87	110	84	92	137	57	80	68	SIGMAR1	protein_coding
ENSG00000147996.16	0	2	4	2	2	1	3	7	CBWD5	protein_coding
ENSG00000148019.13	63	98	92	56	46	99	77	103	CEP78	protein_coding
ENSG00000148053.16	3	6	4	5	5	10	5	4	NTRK2	protein_coding
ENSG00000148057.16	48	62	107	80	63	69	82	72	IDNK	protein_coding
ENSG00000148090.11	304	375	358	248	320	370	385	408	AUH	protein_coding
ENSG00000148110.15	117	255	108	80	102	139	107	95	MFSD14B	protein_coding
ENSG00000148123.15	0	0	0	0	0	0	0	0	PLPPR1	protein_coding
ENSG00000148143.13	49	79	61	41	36	77	55	80	ZNF462	protein_coding
ENSG00000148153.14	49	104	41	30	36	74	42	37	INIP	protein_coding
ENSG00000148154.10	66	106	60	59	39	54	53	70	UGCG	protein_coding
ENSG00000148158.17	64	76	53	28	57	60	42	42	SNX30	protein_coding
ENSG00000148175.12	17	23	12	9	11	21	18	27	STOM	protein_coding
ENSG00000148180.19	67	205	84	72	66	125	73	72	GSN	protein_coding
ENSG00000148187.18	140	250	176	101	110	167	154	191	MRRF	protein_coding
ENSG00000148200.17	202	396	230	163	186	230	185	219	NR6A1	protein_coding
ENSG00000148204.12	1	1	4	3	1	0	0	0	CRB2	protein_coding
ENSG00000148218.16	39	71	36	17	35	29	10	19	ALAD	protein_coding
ENSG00000148219.16	46	102	34	42	29	76	36	27	ASTN2	protein_coding
ENSG00000148225.16	21	49	46	26	28	38	33	19	WDR31	protein_coding
ENSG00000148229.13	24	35	21	26	96	100	55	62	POLE3	protein_coding
ENSG00000148248.14	483	735	487	268	716	586	697	537	SURF4	protein_coding
ENSG00000148290.10	96	125	102	103	142	103	71	65	SURF1	protein_coding
ENSG00000148291.10	71	76	52	28	101	60	38	47	SURF2	protein_coding
ENSG00000148296.7	128	127	84	58	115	69	87	64	SURF6	protein_coding
ENSG00000148297.15	85	112	66	63	115	70	75	67	MED22	protein_coding
ENSG00000148300.12	43	33	30	25	60	44	40	28	REXO4	protein_coding
ENSG00000148303.17	83	111	88	52	100	69	94	88	RPL7A	protein_coding
ENSG00000148308.17	333	444	320	305	403	309	219	206	GTF3C5	protein_coding
ENSG00000148331.12	152	170	172	147	215	105	110	116	ASB6	protein_coding
ENSG00000148334.15	167	234	226	308	275	154	171	154	PTGES2	protein_coding
ENSG00000148335.14	69	125	77	124	181	130	82	100	NTMT1	protein_coding
ENSG00000148337.21	216	313	231	200	265	220	163	170	CIZ1	protein_coding
ENSG00000148339.12	59	140	83	57	96	112	85	97	SLC25A25	protein_coding
ENSG00000148341.17	50	69	92	78	47	34	32	44	SH3GLB2	protein_coding
ENSG00000148343.18	57	165	116	177	97	106	93	90	MIGA2	protein_coding
ENSG00000148344.11	0	0	0	0	1	1	1	0	PTGES	protein_coding
ENSG00000148346.12	0	0	0	0	0	1	0	0	LCN2	protein_coding
ENSG00000148362.11	1	3	1	3	2	2	2	2	PAXX	protein_coding
ENSG00000148377.6	0	1	0	0	0	0	0	0	IDI2	protein_coding
ENSG00000148384.13	232	267	261	138	349	191	147	230	INPP5E	protein_coding
ENSG00000148386.9	0	0	0	0	0	0	0	0	LCN9	protein_coding
ENSG00000148396.18	333	510	411	320	494	369	366	369	SEC16A	protein_coding
ENSG00000148399.13	271	485	346	270	359	363	242	310	DPH7	protein_coding
ENSG00000148400.12	128	190	105	99	94	73	53	67	NOTCH1	protein_coding
ENSG00000148408.13	43	43	36	19	42	24	29	20	CACNA1B	protein_coding
ENSG00000148411.8	192	240	173	132	180	114	110	93	NACC2	protein_coding
ENSG00000148426.13	38	76	56	52	42	39	30	39	PROSER2	protein_coding
ENSG00000148429.14	33	66	51	38	32	56	29	55	USP6NL	protein_coding
ENSG00000148450.13	57	70	61	33	87	68	42	54	MSRB2	protein_coding
ENSG00000148468.17	290	352	269	138	292	205	215	225	FAM171A1	protein_coding
ENSG00000148481.14	94	95	126	79	84	122	107	120	MINDY3	protein_coding
ENSG00000148482.12	0	0	1	0	1	0	0	2	SLC39A12	protein_coding
ENSG00000148483.9	0	1	0	1	0	2	1	3	TMEM236	protein_coding
ENSG00000148488.17	14	30	7	8	15	11	13	7	ST8SIA6	protein_coding
ENSG00000148516.21	9	36	27	22	11	29	26	41	ZEB1	protein_coding
ENSG00000148541.12	18	16	15	9	12	13	9	12	FAM13C	protein_coding
ENSG00000148572.16	6	15	14	7	13	13	15	13	NRBF2	protein_coding
ENSG00000148600.15	33	20	25	12	44	15	14	16	CDHR1	protein_coding
ENSG00000148602.5	0	0	0	0	0	0	0	0	LRIT1	protein_coding
ENSG00000148604.14	0	0	1	0	0	0	0	0	RGR	protein_coding
ENSG00000148606.13	153	158	121	99	207	135	125	131	POLR3A	protein_coding
ENSG00000148660.20	255	210	187	148	274	170	135	115	CAMK2G	protein_coding
ENSG00000148672.9	38	75	47	44	53	42	38	43	GLUD1	protein_coding
ENSG00000148677.6	0	23	19	6	4	61	25	69	ANKRD1	protein_coding
ENSG00000148680.16	3	5	2	2	2	5	3	4	HTR7	protein_coding
ENSG00000148688.13	118	111	150	107	115	102	169	200	RPP30	protein_coding
ENSG00000148690.12	60	67	69	54	33	52	66	70	FRA10AC1	protein_coding
ENSG00000148700.14	73	154	108	73	57	79	58	70	ADD3	protein_coding
ENSG00000148702.15	0	0	0	0	1	0	0	1	HABP2	protein_coding
ENSG00000148704.12	50	45	44	42	101	53	44	41	VAX1	protein_coding
ENSG00000148719.15	172	193	144	96	147	113	128	111	DNAJB12	protein_coding
ENSG00000148730.7	164	118	140	69	139	103	103	84	EIF4EBP2	protein_coding
ENSG00000148734.7	0	0	2	1	1	0	2	0	NPFFR1	protein_coding
ENSG00000148735.15	1	3	1	2	3	0	1	0	PLEKHS1	protein_coding
ENSG00000148737.17	257	546	199	136	206	313	148	288	TCF7L2	protein_coding
ENSG00000148773.14	22	49	58	35	15	28	30	28	MKI67	protein_coding
ENSG00000148795.7	0	0	0	0	0	1	0	1	CYP17A1	protein_coding
ENSG00000148798.11	47	49	52	32	80	41	48	40	INA	protein_coding
ENSG00000148803.12	0	0	1	1	0	0	0	0	FUOM	protein_coding
ENSG00000148814.18	42	44	46	29	55	34	32	25	LRRC27	protein_coding
ENSG00000148826.9	0	0	1	0	0	1	0	0	NKX6-2	protein_coding
ENSG00000148834.13	123	121	91	72	113	82	86	84	GSTO1	protein_coding
ENSG00000148835.11	46	43	45	24	77	43	50	73	TAF5	protein_coding
ENSG00000148840.11	280	303	276	126	339	220	295	292	PPRC1	protein_coding
ENSG00000148841.17	2	14	10	4	4	5	12	3	ITPRIP	protein_coding
ENSG00000148843.15	112	177	174	128	133	107	113	118	PDCD11	protein_coding
ENSG00000148848.14	33	17	39	15	26	13	28	23	ADAM12	protein_coding
ENSG00000148908.15	26	36	42	31	40	26	24	19	RGS10	protein_coding
ENSG00000148925.10	15	33	34	21	13	27	29	33	BTBD10	protein_coding
ENSG00000148935.11	13	23	14	19	10	17	23	19	GAS2	protein_coding
ENSG00000148942.15	0	1	1	0	1	0	0	0	SLC5A12	protein_coding
ENSG00000148943.12	15	22	12	9	7	22	12	17	LIN7C	protein_coding
ENSG00000148948.8	3	7	9	15	7	7	10	7	LRRC4C	protein_coding
ENSG00000148950.11	149	248	343	228	195	346	382	432	IMMP1L	protein_coding
ENSG00000148985.19	136	222	123	106	83	90	69	73	PGAP2	protein_coding
ENSG00000149021.7	1	4	3	0	0	3	0	0	SCGB1A1	protein_coding
ENSG00000149043.16	0	0	0	0	0	0	1	0	SYT8	protein_coding
ENSG00000149050.10	7	21	21	10	10	20	11	15	ZNF214	protein_coding
ENSG00000149054.16	30	59	59	36	38	63	82	87	ZNF215	protein_coding
ENSG00000149089.13	47	142	70	46	35	126	67	90	APIP	protein_coding
ENSG00000149090.11	9	7	16	27	16	9	15	14	PAMR1	protein_coding
ENSG00000149091.15	41	78	55	62	48	37	26	37	DGKZ	protein_coding
ENSG00000149100.13	53	95	61	56	47	85	64	101	EIF3M	protein_coding
ENSG00000149115.14	184	279	355	173	360	330	274	335	TNKS1BP1	protein_coding
ENSG00000149124.11	3	1	0	2	3	4	1	4	GLYAT	protein_coding
ENSG00000149131.15	3	2	2	6	1	2	0	1	SERPING1	protein_coding
ENSG00000149136.9	10	22	13	9	19	8	6	17	SSRP1	protein_coding
ENSG00000149150.9	55	83	169	139	130	63	120	116	SLC43A1	protein_coding
ENSG00000149177.13	114	240	87	83	107	134	67	66	PTPRJ	protein_coding
ENSG00000149179.13	106	267	130	106	157	216	114	137	C11orf49	protein_coding
ENSG00000149196.16	41	86	68	56	40	65	43	57	HIKESHI	protein_coding
ENSG00000149201.10	1	3	1	3	1	2	0	3	CCDC81	protein_coding
ENSG00000149212.11	10	27	13	9	8	33	15	20	SESN3	protein_coding
ENSG00000149218.5	2	6	3	3	1	7	3	0	ENDOD1	protein_coding
ENSG00000149231.14	6	16	21	9	2	13	12	21	CCDC82	protein_coding
ENSG00000149243.15	2	0	1	1	3	2	1	1	KLHL35	protein_coding
ENSG00000149256.15	42	80	24	22	37	51	28	26	TENM4	protein_coding
ENSG00000149257.14	59	65	92	92	76	51	64	66	SERPINH1	protein_coding
ENSG00000149262.17	51	63	38	16	49	46	44	47	INTS4	protein_coding
ENSG00000149269.9	111	188	117	69	111	111	105	103	PAK1	protein_coding
ENSG00000149273.15	76	118	85	66	83	68	67	66	RPS3	protein_coding
ENSG00000149289.11	37	77	41	49	35	57	37	58	ZC3H12C	protein_coding
ENSG00000149294.16	64	156	166	80	61	199	123	174	NCAM1	protein_coding
ENSG00000149295.14	1	1	3	0	2	0	1	2	DRD2	protein_coding
ENSG00000149305.7	1	1	1	0	2	0	0	0	HTR3B	protein_coding
ENSG00000149308.17	40	101	59	49	38	50	59	66	NPAT	protein_coding
ENSG00000149311.18	31	83	62	44	25	52	53	61	ATM	protein_coding
ENSG00000149313.11	29	79	75	24	25	71	62	108	AASDHPPT	protein_coding
ENSG00000149328.14	123	116	137	96	171	83	89	92	GLB1L2	protein_coding
ENSG00000149346.15	22	83	32	20	21	54	27	40	SLX4IP	protein_coding
ENSG00000149357.10	188	170	159	76	118	89	116	100	LAMTOR1	protein_coding
ENSG00000149380.12	10	9	1	5	7	8	8	9	P4HA3	protein_coding
ENSG00000149403.12	30	49	36	29	39	33	31	33	GRIK4	protein_coding
ENSG00000149418.11	3	14	8	18	7	10	15	4	ST14	protein_coding
ENSG00000149428.19	19	18	22	9	113	78	154	178	HYOU1	protein_coding
ENSG00000149435.12	0	0	0	0	0	0	0	0	GGTLC1	protein_coding
ENSG00000149443.7	0	0	0	0	0	0	0	0	C20orf78	lncRNA
ENSG00000149451.17	1	0	2	1	1	0	0	1	ADAM33	protein_coding
ENSG00000149452.16	0	0	0	0	0	0	0	0	SLC22A8	protein_coding
ENSG00000149480.7	18	48	32	23	37	23	18	30	MTA2	protein_coding
ENSG00000149483.12	9	8	4	7	8	12	9	7	TMEM138	protein_coding
ENSG00000149485.18	50	78	37	12	61	65	26	22	FADS1	protein_coding
ENSG00000149488.13	2	1	2	4	1	1	0	4	TMC2	protein_coding
ENSG00000149489.8	1	2	1	1	1	0	1	2	ROM1	protein_coding
ENSG00000149499.11	10	30	12	14	23	31	7	19	EML3	protein_coding
ENSG00000149503.13	318	400	302	171	187	158	173	148	INCENP	protein_coding
ENSG00000149506.11	0	0	0	1	0	0	0	0	ZP1	protein_coding
ENSG00000149507.7	0	0	0	0	0	0	0	0	OOSP2	protein_coding
ENSG00000149516.14	0	0	0	0	1	0	0	0	MS4A3	protein_coding
ENSG00000149527.18	0	1	0	3	0	0	6	0	PLCH2	protein_coding
ENSG00000149531.15	18	30	13	8	20	18	13	13	FRG1BP	unprocessed_pseudogene
ENSG00000149534.9	0	0	0	0	0	0	0	0	MS4A2	protein_coding
ENSG00000149541.10	118	196	163	120	163	132	109	105	B3GAT3	protein_coding
ENSG00000149547.15	59	85	70	28	51	54	48	35	EI24	protein_coding
ENSG00000149548.15	24	62	27	19	19	23	34	42	CCDC15	protein_coding
